Categoria,Tipo de Indices ,Ano,Mês,date,Comentarios,Global,Comércio,Alojamento e restauração,Transporte e armazenagem,Indústria,Electricidade,Água e saneamento,Outros serviços
Variações,Volume de negócios,1989,4,abr/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-1.1,9.5,-1.7,2,-7.7,0.3,-7.4,-2.5
Variações,Volume de negócios,1989,5,mai/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-0.2,1.9,0.3,5.3,-3.8,-5.8,1.6,-1
Variações,Volume de negócios,1989,6,Jun-89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-0.5,-3.3,1.2,8.2,-2,-9.8,6.1,-3.8
Variações,Volume de negócios,1989,7,Jul-89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",1.5,5.7,6.2,5.7,-5.8,0.5,-1.6,0
Variações,Volume de negócios,1989,8,ago/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-1.2,0.2,-3.1,-9.3,2.6,-7.9,5.5,3.7
Variações,Volume de negócios,1989,9,set/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-1.2,-0.4,1.9,0.4,-3.6,-1.5,-4.3,-1.2
Variações,Volume de negócios,1989,10,out/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-4.4,-9.3,4.3,-9.1,-1.3,-8.6,-5.7,-0.8
Variações,Volume de negócios,1989,11,Nov-89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-6.7,-9.7,-10,-8.7,-5.9,-3.9,-7.7,-1.1
Variações,Volume de negócios,1989,12,dez/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-3,-9.6,-7.8,-5.7,-3.9,7.2,-1.6,0.7
Variações acumuladas,Emprego,1989,1,Jan-89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-2.5,-7.7,-9.7,6.2,2,-5.9,0.3,-2.6
Variações acumuladas,Emprego,1989,2,fev/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-0.8,0.2,-8.3,11.3,-0.6,-0.3,-7.1,-0.7
Variações acumuladas,Emprego,1989,3,Mar-89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",2.5,5.6,-14.6,11.4,2.6,6.7,2,3.7
Variações acumuladas,Emprego,1989,4,abr/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",1.6,13.7,-13.8,10.9,4.4,0.6,-5.4,1.1
Variações acumuladas,Emprego,1989,5,mai/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-0.5,9.5,-18.5,8.8,-0.9,-8.2,2.6,2.9
Variações acumuladas,Emprego,1989,6,Jun-89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-1.2,17.9,-28,4.8,1.3,-2.3,-1.4,-0.4
Variações acumuladas,Emprego,1989,7,Jul-89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",1.1,24.2,-20.2,12.7,7.9,-9.8,-6,-1.4
Variações acumuladas,Emprego,1989,8,ago/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",0.1,30.6,-22.3,13.6,5,-17,-8.5,-0.9
Variações acumuladas,Emprego,1989,9,set/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",-0.3,23.1,-16.2,13.6,4.4,-17.3,-9.5,-0.4
Variações acumuladas,Emprego,1989,10,out/89,"Os resultados dos Índices de Actividades Económicas do mês de Janeiro de 2023, quando comparados com os do mês anterior, revelam uma queda do índice de volume de negócios em 6,8%. Os índices de remunerações e de emprego registaram crescimento de 1,8 % e 1,5% respectivamente. A variação negativa do volume de negócios, deveu-se ao decréscimo verificado nos sectores da Produção Industrial (14,2%), de Transportes e Armazenagem (9,6%), de Alojamento, Restauração e Similares (6,3%), de Comércio (3,7%), de Outros Serviços não Financeiros (1,4%) e de Energia, Água e Saneamento (0,6%). O crescimento ligeiro do índice de emprego no mês de Janeiro, foi resultado da variação positiva do indicador nos sectores da Produção Industrial e do sector de Comércio com 11,3% e 0,3% respectivamente. No mesmo período, os sectores de Transportes e Armazenagem, de Alojamento, Restauração e Similares e o sector de Outros Serviços não Financeiros registaram decréscimo de 0,4%, 0,3% e 0,1% respectivamente. A variação positiva de remunerações no período em referência, foi resultado do crescimento das remunerações nos sectores da Produção Industrial (6,6%), de Comércio (2,5%), de Outros Serviços não Financeiros (1,1%) e do sector dos Transportes e Armazenagem (0,1%). O sector de Alojamento, Restauração e Similares registou queda de 5,1%. Comparando os índices globais do mês de Janeiro de 2023 com os do período homólogo de 2022, os índices de volume de negócios, de remunerações e de emprego registaram crescimentos de 8,0%, 10,3% e 2,1% respectivamente.",0.4,27.5,-13.3,13.2,4.2,-16.3,-8.3,-3.9
